NAME,Uniprot,stringId,DNA_Repair,GO_CC,GO_BP,GO_MF,Annotation,An.color,S6.FuzzyCMeans,Ku.FuzzyCMeans,Mre.FuzzyCMeans,S6.FC.nonIR5,S6.FC.IR5,S6.FC.IR30,S6.FC.IR2,S6S.FC.IR8,S6.FC.IR24,S6.FC.nonIR24,Ku.FC.nonIR5,Ku.FC.IR5,Ku.FC.IR30,Ku.FC.IR2,Ku.FC.IR8,Ku.FC.IR24,Ku.FC.nonIR24,Mre.FC.nonIR5,Mre.FC.IR5,Mre.FC.IR30,Mre.FC.IR2,Mre.FC.IR8,Mre.FC.IR24,Mre.FC.nonIR24
PRKDC,P78527,9606.ENSP00000313420,NHEJ,DNA-dependent protein kinase complex ,double-strand break repair ,damaged DNA binding ,DNA Repair,firebrick1,1,0,4,8.11,7.873,8.665666667,10.463,7.049666667,8.543333333,5.839333333,2.335666667,4.206666667,3.208666667,9.094,7.429,0,2.573666667,55,32.12066667,58.291,33.39,0,64.59166667,64.72766667
PRPF19,Q9UMS4,9606.ENSP00000227524,0,spliceosomal complex ,"mRNA splicing, via spliceosome ",mRNA binding ,DNA Repair,firebrick1,2,0,4,7.628583333,7.1855,7.550166667,6.9935,7.747166667,7.628833333,6.657166667,3.575166667,6.936833333,4.8855,6.934166667,5.975833333,4.913833333,4.664833333,59,57.34733333,69.067,40.132,76.27266667,57.923,70.81766667
PRPF31,Q8WWY3,9606.ENSP00000324122,HR,MLL1 complex ,histone H3-K4 methylation ,RNA binding ,Chromatin Organization,darkviolet,1,0,2,0,0,0,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0,9.753333333,25.81733333,49.53466667,0
PRPF4,O43172,9606.ENSP00000363313,NER,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,RNA Metabolism,gold,1,0,3,0,0,0,4.748333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.44966667,0,0
PRPF6,O94906,9606.ENSP00000266079,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,Transcription Regulation,slateblue1,1,3,2,0,2.614333333,2.072666667,5.693666667,1.938666667,0,0,0.959,0,0,0.959,2.47,0,0,0,0,25.89966667,0,0,37.45933333,0
PRPF8,Q6P2Q9,9606.ENSP00000460348,HR,nuclear speck ,"mRNA splicing, via spliceosome ",mRNA binding ,DNA Repair,firebrick1,3,0,2,2.186333333,2.317666667,2.008333333,7.712666667,5.105,0,0,1.383333333,0,2.028,3.563666667,3.259,2.116666667,0,0,0,25.76866667,0,50.81833333,62.435,0
PSMA1,P25786,9606.ENSP00000414359,HR,proteasome complex ,proteasomal protein catabolic process ,RNA binding ,Proteasome,grey,0,0,0,1.197333333,0,3.286,0,1.308666667,0,0,0.472666667,0,0,1.935,0,0,2.100666667,0,0,0,0,0,0,0
PSMA2,P25787,9606.ENSP00000223321,HR,proteasome complex ,proteasomal protein catabolic process ,proteasome-activating ATPase activity ,Proteasome,grey,1,0,2,0,0,2.441333333,4.046666667,0,0,0,1.345333333,0,0,4.857,2.665,0,2.796333333,0,0,0,21.071,0,38.26366667,0
PSMA3,P25788,9606.ENSP00000216455,DSB,proteasome complex ,proteasomal protein catabolic process ,ubiquitin protein ligase binding ,Proteasome,grey,0,4,0,0,2.093,1.972,2.097666667,2.069333333,1.915,0,0,0,0,1.686666667,0,0,0,0,0,0,0,0,0,0
PSMA5,P28066,9606.ENSP00000271308,HR,proteasome complex ,proteasomal protein catabolic process ,proteasome-activating ATPase activity ,Proteasome,grey,2,4,1,1.956333333,2.058,0,0,1.851,0,0,0,0,0,1.969666667,0,0,0,0,0,0,20.451,0,0,0
PSMA6,P60900,9606.ENSP00000261479,DSB,proteasome complex ,proteasomal protein catabolic process ,threonine-type endopeptidase activity ,Proteasome,grey,1,0,0,1.600666667,0,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA7,O14818,9606.ENSP00000359910,HR,proteasome complex ,proteasomal protein catabolic process ,proteasome-activating ATPase activity ,Proteasome,grey,0,4,0,0,0,0,1.683666667,0,1.708666667,0,0.661666667,0,2.789666667,4.116666667,0,0,0,0,0,0,0,0,0,0
PSMB2,P49721,9606.ENSP00000362334,HR,proteasome complex ,proteasomal protein catabolic process ,threonine-type endopeptidase activity ,Proteasome,grey,5,2,0,0,0,0,0,0,2.074666667,2.501,1.063666667,0,0,2.287,2.832666667,0,0,0,0,0,0,0,0,0
PSMB3,P49720,9606.ENSP00000483688,HR,proteasome complex ,proteasomal protein catabolic process ,threonine-type endopeptidase activity ,Proteasome,grey,0,4,1,0,1.7515,1.8005,2.892833333,5.037833333,4.685833333,1.662166667,0.692,0,1.956,1.874,0,0,0,0,0,0,19.377,0,0,0
PSMB6,P28072,9606.ENSP00000270586,NHEJ,proteasome complex ,proteasomal protein catabolic process ,threonine-type endopeptidase activity ,Proteasome,grey,3,4,5,2.104666667,2.253333333,2.484,5.419666667,4.527666667,2.011666667,0,1.320666667,0,0,2.086666667,0,0,0,0,0,25.20833333,20.90266667,0,0,0
PSMC1,P62191,9606.ENSP00000261303,0, proteasome complex [GO:0000502],proteasomal protein catabolic process ,proteasome-activating ATPase activity ,Proteasome,grey,0,4,0,0,0,0,0,0,0,0,0,0,0.9985,3.233833333,1.1215,0.900833333,1.091166667,0,0,0,0,0,0,0
PSMC2,P35998,9606.ENSP00000391211,0,proteasome complex ,proteasomal protein catabolic process ,proteasome-activating ATPase activity ,Proteasome,grey,4,0,0,0,0,0,0,2.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC4,P43686,9606.ENSP00000157812,ForkStall,proteasome complex ,proteasomal protein catabolic process ,proteasome-activating ATPase activity ,Proteasome,grey,1,4,0,0,0,0,1.918666667,0,0,0,0,0,1.99,1.92,0,0,0,0,0,0,0,0,0,0
PSMC5,P62195,9606.ENSP00000310572,HR,proteasome complex ,proteasomal protein catabolic process ,proteasome-activating ATPase activity ,Proteasome,grey,0,0,1,0,1.963,4.738333333,2.353333333,5.893666667,2.119,2.333333333,0.586666667,3.076333333,2.258,3.681666667,3.983333333,1.666,3.644,0,0,0,19.32466667,0,0,0
PSMC6,P62333,9606.ENSP00000401802,0,proteasome complex ,proteasomal protein catabolic process ,proteasome-activating ATPase activity ,Proteasome,grey,0,4,0,0,2.028,0,1.128333333,0,0,0,0,0,0,2.301666667,0,0,0,0,0,0,0,0,0,0
PSMD1,Q99460,9606.ENSP00000309474,NHEJ,proteasome complex ,proteasomal protein catabolic process ,ubiquitin protein ligase binding ,Proteasome,grey,1,4,0,0,0,0,3.345,0,0,0,0,0,0,1.353666667,0,0,0,0,0,0,0,0,0,0
PSMD14,O00487,9606.ENSP00000386541,HR,proteasome complex,proteasome-mediated ubiquitin-dependent protein catabolic process,proteasome binding,Proteasome,grey,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.68166667,30.57866667,36.17733333,36.31333333,0
PSMD2,Q13200,9606.ENSP00000310129,0, proteasome complex [GO:0000502],proteasomal protein catabolic process ,proteasome-activating ATPase activity ,Proteasome,grey,0,2,0,0,0,0,0,0,0,0,1.714833333,0,0.839166667,3.3455,2.833833333,0,0,0,0,0,0,0,0,0
PSMD3,O43242,9606.ENSP00000264639,0, proteasome complex [GO:0000502],proteasomal protein catabolic process ,proteasome-activating ATPase activity ,Proteasome,grey,0,4,0,0,0,0,0,0,0,0,0,0,0,1.552,0,0,0,0,0,0,0,0,0,0
PSMD4,P55036,9606.ENSP00000357876,DSB,proteasome complex ,proteasomal protein catabolic process ,proteasome-activating ATPase activity ,Proteasome,grey,0,0,5,0,0,0,1.428,0,3.676666667,0,0,0,2.349666667,0,0,2.201666667,0,0,0,32.186,31.894,0,0,0
PTBP1,P26599,9606.ENSP00000349428,NER,nucleoplasm ,RNA splicing ,DNA binding ,RNA Metabolism,gold,5,0,2,10.88733333,10.07333333,9.357333333,10.27866667,11.57466667,11.22366667,11.408,7.734333333,3.832333333,8.983666667,11.095,9.003333333,7.617333333,9.999333333,0,0,0,0,0,49.49033333,0
PTBP3,O95758,9606.ENSP00000414921,0,nucleus,RNA splicing,mRNA binding,RNA Metabolism,gold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64666667,0,0,0
PTCD3,Q96EY7,9606.ENSP00000254630,0,nucleoplasm,regulation of translation,rRNA binding,Ribosome Biosynthesis,lightgreen,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.10366667,0,0,0,0
PTGES2,Q9H7Z7,9606.ENSP00000345341,0,nucleus ,"positive regulation of transcription, DNA-templated ",DNA binding ,Transcription Regulation,slateblue1,4,3,0,0,0,0,0,2.067,0,0,0,0,0,1.342666667,5.135666667,0,0,0,0,0,0,0,0,0
PTPMT1,Q8WUK0,9606.ENSP00000325958,0,nucleus,dephosphorylation,phosphoprotein phosphatase activity,Cell Cycle regulation,coral1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.01133333,21.85,31.65933333,0,0
PUF60,Q9UHX1,9606.ENSP00000434359,NER,nucleoplasm ,"mRNA splicing, via spliceosome ",DNA binding ,RNA Metabolism,gold,5,1,3,2.85,2.668666667,5.381,2.099666667,5.141,2.206,7.261333333,0.841666667,0,0,3.509666667,4.942,0,2.556,0,0,0,0,43.32966667,0,0
PUS7,Q96PZ0,9606.ENSP00000348722,0,nucleus ,RNA splicing ,RNA binding ,DNA Repair,firebrick1,1,4,0,0,0,0,1.627333333,0,0,0,0,0,0,1.711333333,0,0,0,0,0,0,0,0,0,0
PWP1,Q13610,9606.ENSP00000387365,0,nucleolus,histone H4-K20 trimethylation,H4K20me3 modified histone binding,Transcription Regulation,slateblue1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39466667,0,0,0
PWP2,Q15269,9606.ENSP00000291576,0,Pwp2p-containing subcomplex of 90S preribosome ,ribosome biogenesis ,RNA binding ,Ribosome Biosynthesis,lightgreen,0,0,0,1.948333333,2.097333333,1.75,2.189,3.055,2.711333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QSOX2,Q6ZRP7,9606.ENSP00000351536,0,nucleus,protein folding,protein disulfide isomerase activity,UPR,maroon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.263,0,0,0
RAB34,Q9BZG1,9606.ENSP00000413156,0,actin cytoskeleton,intracellular protein transport,GTPase activity,Cell Cycle regulation,coral1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.64366667,32.57833333,0,0
RAB5A,P20339,9606.ENSP00000273047,0,actin cytoskeleton,intracellular protein transport,GTPase activity,Cell Cycle regulation,coral1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.57933333,0,0
RAB5C,P51148,9606.ENSP00000447053,0, lysosomal membrane [GO:0005765],cell cycle ,GTPase activity ,DNA Repair,firebrick1,0,3,0,0,0,0,0,0,0,0,1.112666667,0,1.927,0.800666667,5.790333333,2.621,0,0,0,0,0,0,0,0
RAB6C,Q9H0N0,9606.ENSP00000387307,0,nucleus,mitotic cell cycle,GTPase activity,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.26766667,0,0,0
RAC1,P63000,9606.ENSP00000348461,0,NADPH oxidase complex ,positive regulation of DNA replication ,histone deacetylase binding ,Cell Cycle regulation,coral1,1,0,3,0,0,0,2.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.699,0,0
RACK1,P63244,9606.ENSP00000426909,DSB,IRE1-RACK1-PP2A complex ,cell cycle ,RNA binding ,Cell Cycle regulation,coral1,0,0,4,7.358083333,7.6575,7.7445,7.8045,10.0605,5.2805,7.6625,4.831166667,5.4295,6.3125,6.010166667,7.821833333,5.281166667,5.905166667,0,0,56.22816667,0,52.49583333,55.89333333,45.19683333
RAE1,P78406,9606.ENSP00000379181,0,nuclear pore ,"transcription, DNA-templated ",RNA binding ,Cell Cycle regulation,coral1,0,0,6,0,0,2.383,2.298666667,3.036333333,2.046,0,1.428333333,0,0,2.820333333,5.370666667,0,0,0,0,32.36233333,0,33.40133333,0,0
RALA,P11233,9606.ENSP00000005257,0,cleavage furrow,cell cycle,ubiquitin protein ligase binding,Cell Cycle regulation,coral1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.37933333,0,0
RALY,Q9UKM9,9606.ENSP00000246194,0,spliceosomal complex ,"mRNA splicing, via spliceosome ",transcription cofactor activity ,Transcription Regulation,slateblue1,3,2,2,6.110333333,5.476333333,5.524333333,7.633,9.166666667,5.34,6.039666667,3.906,0,2.303,7.862666667,5.973,0,2.299,58,0,55.51866667,0,64.27366667,62.03833333,0
RAN,P62826,9606.ENSP00000446215,HR,nuclear pore ,nucleocytoplasmic transport ,chromatin binding ,Cell Cycle regulation,coral1,2,0,2,10.46833333,7.429,7.709666667,6.075666667,8.162,7.285666667,7.16,5.153833333,7.214833333,4.273833333,7.361833333,5.929833333,4.260166667,5.7895,0,0,0,0,0,60.47766667,0
RANBP2,P49792,9606.ENSP00000283195,0,SUMO ligase complex ,nucleocytoplasmic transport ,RNA binding ,Nuclear Pore,deepskyblue3,0,2,4,2.124666667,4.800666667,6.369333333,7.213,8.369,6.312,4.022666667,3.334333333,1.975333333,4.652,5.315333333,5.808,2.005666667,2.276666667,38,0,38.69766667,0,44.54033333,56.22266667,45.00266667
RANGAP1,P46060,9606.ENSP00000401470,0,SUMO ligase complex ,nucleocytoplasmic transport ,ubiquitin protein ligase binding ,DNA Repair,firebrick1,3,0,0,1.596,2.057333333,3.476,5.366666667,6.966333333,0,0,1.005333333,0,2.061666667,1.159,2.223333333,0,0,0,0,0,0,0,0,0
RAP1A,P62834,9606.ENSP00000358723,0,cell junction ,cellular response to cAMP ,GTPase activity ,Chromatin Organization,darkviolet,1,0,0,0,0,0,1.789833333,0.770166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAP1B,P61224,9606.ENSP00000250559,HR,plasma membrane ,cellular response to cAMP ,GTPase activity ,Chromatin Organization,darkviolet,0,0,0,0.967333333,1.201333333,0.909666667,0.597,1.583333333,0,1.105333333,1.596666667,0,0,4.223666667,6.405,2.588333333,0,0,0,0,0,0,0,0
RAVER1,E9PAU2,9606.ENSP00000293677,0,RNA Binding,"mRNA splicing, via spliceosome ",mRNA binding ,RNA Metabolism,gold,3,0,0,0,0,0,2.197666667,1.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBBP4,Q09028,9606.ENSP00000362592,DSB,NuRD complex ,ATP-dependent chromatin remodeling ,histone deacetylase binding ,Chromatin Organization,darkviolet,0,4,2,2.636333333,2.617333333,4.038333333,1.519666667,4.267666667,3.06,4.371333333,5.787,4.503,4.729333333,6.633666667,5.34,4.708,4.499,0,0,0,0,0,41.35733333,0
RBBP7,Q16576,9606.ENSP00000369424,0,NuRD complex ,histone deacetylation ,chromatin binding ,Chromatin Organization,darkviolet,0,0,2,5.591666667,7.622666667,6.040333333,7.968666667,5.439333333,5.436,3.092,4.256,5.195666667,3.143666667,8.395333333,6.502,2.945333333,2.744666667,0,0,25.12066667,0,0,31.23166667,0
RBFOX2,O43251,9606.ENSP00000413035,0,nucleoplasm ,"negative regulation of transcription, DNA-templated ",transcription corepressor activity ,Transcription Regulation,slateblue1,1,0,3,0,0,0,2.903666667,0,0,0,0.432,1.863333333,0,0,0,4.094666667,0,0,0,0,27.45766667,50.49866667,0,0
RBM14,Q96PK6,9606.ENSP00000311747,0,transcription regulator complex ,histone deacetylation ,mRNA binding ,Chromatin Organization,darkviolet,0,0,4,5.075666667,0,2.454,5.023666667,4.173666667,5.172333333,2.435,0.133333333,1.773333333,3.978666667,3.875666667,5.202333333,4.387,4.424,37,0,0,0,0,0,50.90683333
RBM15,Q96T37,9606.ENSP00000358799,HR,RNA N6-methyladenosine methyltransferase complex ,RNA methylation ,mRNA binding ,Chromatin Organization,darkviolet,0,0,0,1.826,1.914666667,0,0,0,1.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBM39,Q14498,9606.ENSP00000253363,NER,nuclear speck ,RNA processing ,RNA binding ,RNA Metabolism,gold,4,0,6,1.365666667,1.101666667,1.077,1.109333333,3.008666667,1.173333333,2.243,0.666666667,0,2.503666667,6.262,5.953333333,2.937333333,2.475333333,0,0,42.71466667,0,44.58133333,42.419,0
RBM4,Q9BWF3,9606.ENSP00000386894,0,nuclear speck,"mRNA splicing, via spliceosome",RNA binding,RNA Metabolism,gold,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.14,13.88566667,0,0,0
RBMX,P38159,9606.ENSP00000359645,NHEJ,spliceosomal complex ,"mRNA splicing, via spliceosome ",mRNA binding ,Transcription Regulation,slateblue1,5,0,0,0,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCC1,P18754,9606.ENSP00000497402,DSB,condensed nuclear chromosome ,chromatin organization ,chromatin binding ,Cell Cycle regulation,coral1,2,0,2,4.703,2.979,4.784333333,1.428666667,3.592333333,3.209,3.209,4.619333333,4.349666667,3.142333333,4.622333333,7.013,2.875666667,5.68,0,0,0,0,0,54.0705,0
RCC1L,Q96I51,9606.ENSP00000480364,0,mitochondrial membrane,mitochondrial fusion,rRNA binding,Ribosome Biosynthesis,lightgreen,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.08433333,0,37.17166667,0,0
RCC2,Q9P258,9606.ENSP00000364585,0,"chromosome, centromeric core domain ",cell cycle ,protein kinase binding ,Cell Cycle regulation,coral1,0,0,2,6.669,6.172333333,5.409666667,8.823,10.01566667,8.030666667,8.945,6.574,4.768333333,8.133666667,9.005,7.002666667,4.821666667,8.370666667,45,50.15416667,0,0,46.32583333,52.35583333,0
RCL1,Q9Y2P8,9606.ENSP00000371169,0,small-subunit processome,endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript ,endoribonuclease activit,Ribosome Biosynthesis,lightgreen,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.48466667,0,0
RECQL,P46063,9606.ENSP00000416739,ForkStall,"chromosome,",double-strand break repair via homologous recombination,DNA helicase activity,DNA Repair,firebrick1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.183,26.69866667,0,0
RETSAT,Q6NUM9,9606.ENSP00000295802,0,nuclear membrane,retinol metabolic process,"all-trans-retinol 13,14-reductase activity",Nuclear Pore,deepskyblue3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.20366667,0,0,0
RFC2,P35250,9606.ENSP00000055077,HR,DNA replication factor C complex ,DNA duplex unwinding ,single-stranded DNA-dependent ATP-dependent DNA helicase activity ,DNA Repair,firebrick1,1,0,2,0,0,0,1.709,0,0,0,0,0,0,0,0,0,0,44,37.503,44.57833333,0,38.29333333,44.14883333,0
RFC3,P40938,9606.ENSP00000369411,HR,DNA replication factor C complex ,DNA duplex unwinding ,single-stranded DNA-dependent ATP-dependent DNA helicase activity ,DNA Repair,firebrick1,2,3,2,4.79325,0.713166667,3.6585,0.994166667,4.144833333,2.236833333,3.443833333,0.622666667,0,0,0,2.526,0,0,0,0,0,0,0,31.54766667,0
RFC5,P40937,9606.ENSP00000408295,HR, DNA replication factor C complex [GO:0005663],DNA duplex unwinding ,ATPase activity ,DNA Repair,firebrick1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2.288,0,0,0,58.93666667,60.856,0,33.14866667,44.531,50.75233333
RFX1,P22670,9606.ENSP00000254325,0,chromatin,regulation of transcription from RNA polymerase II promoter,RNA polymerase II transcription factor activity,Transcription Regulation,slateblue1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.11266667,0,0,0
RGPD3,A6NKT7,9606.ENSP00000386588,0,nuclear pore,nucleocytoplasmic transport,GTPase activator activity,Nuclear Pore,deepskyblue3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.91166667,39.62566667,49.42333333,50.76033333,0
RHOA,P61586,9606.ENSP00000400175,HR,nucleus,regulation of actin cytoskeleton organization,protein kinase binding,Cell Cycle regulation,coral1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.953,0,0
RHOC,P08134,9606.ENSP00000285735,0,nucleus,regulation of actin cytoskeleton organization,protein kinase binding,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.707,0,0,0
RHOG,P84095,9606.ENSP00000339467,0,cell cortex ,"transcription, DNA-templated ",protein kinase binding ,Transcription Regulation,slateblue1,0,3,0,1.854666667,2.469333333,2.120666667,4.065666667,2.488666667,0,1.77,0,0,0,0,2.558,0,0,0,0,0,0,0,0,0
RNMT,O43148,9606.ENSP00000466111,0,mRNA cap methyltransferase complex,methylguanosine mRNA capping,mRNA (guanine-N7-)-methyltransferase activity,RNA Metabolism,gold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88466667,0,0,0
RNPS1,Q15287,9606.ENSP00000457723,0,ASAP complex ,chromatin organization ,mRNA binding ,RNA Metabolism,gold,0,0,1,0,2.050666667,0,4.66,2.319333333,0,0,0,0,0,0,0,0,0,0,0,0,27.75633333,0,0,0
RPA1,P27694,9606.ENSP00000254719,HR,site of DNA damage ,base-excision repair ,damaged DNA binding ,DNA Repair,firebrick1,0,2,6,4.294333333,2.576333333,2.370666667,5.54,4.674,2.315333333,4.224666667,0.913666667,0,0,6.02,4.840333333,0,0,0,0,19.47333333,33.05466667,32.52766667,0,0
RPF1,Q9H9Y2,9606.ENSP00000359688,0,"preribosome, large subunit precursor ",rRNA processing ,RNA binding ,Ribosome Biosynthesis,lightgreen,0,0,0,0,1.845666667,1.679333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPF2,Q9H7B2,9606.ENSP00000402338,DSB,nucleolus ,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) ",rRNA binding ,p53 Pathway,tomato,0,0,6,0.860333333,0.878333333,0.884,0,1.901666667,0,0,1.730666667,0,0,0.929666667,2.084666667,0,0,0,36.38333333,32.573,0,62.21066667,0,0
RPL10,P27635,9606.ENSP00000413436,0,cytosolic large ribosomal subunit ,cytoplasmic translation ,structural constituent of ribosome ,Transcription Regulation,slateblue1,3,0,3,4.916333333,3.029,5.334333333,8.782666667,6.618666667,2.027,2.394333333,1.440333333,0,3.066666667,7.39,7.632,5.153,2.341666667,0,0,0,0,61.933,0,0
RPL10A,P62906,9606.ENSP00000363018,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,3,2,6,2.932333333,2.503,7.543333333,8.328,6.577666667,0,3.01,2.163666667,0,3.192,6.445,7.641,0,2.852666667,43,0,75.23133333,0,70.796,0,64.469
RPL11,P62913,9606.ENSP00000496250,HR,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,Chromatin Organization,darkviolet,4,0,5,3.868333333,4.7135,5.150166667,3.9915,6.3115,3.4245,4.080833333,0.588,3.913,1.658,4.447333333,3.516333333,1.914,1.756,0,0,50.82033333,0,0,45.52583333,0
RPL13,P26373,9606.ENSP00000307889,0,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,2,2,6.095833333,3.2935,6.030166667,7.2315,8.025166667,5.095833333,5.184166667,2.776833333,1.7675,0.927833333,6.265833333,5.827166667,0.2155,2.986166667,0,43.53366667,0,0,0,50.68616667,0
RPL13A,P40429,9606.ENSP00000375730,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,1,3,3,0,0,0,5.816166667,1.257833333,0,0,0.479166667,0,0,0,2.669833333,0,0,0,0,0,0,32.69,0,0
RPL15,P61313,9606.ENSP00000309334,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,3,0,5,0,0,0,1.455333333,1.233333333,0,0,0.976666667,0,2.597,3.178,3.539333333,0,2.54,0,0,32.84683333,0,0,0,0
RPL17,P18621,9606.ENSP00000463842,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,3,2,3,2.223333333,2.633333333,5.030333333,8.015,9.96133333,2.118333333,2.636333333,4.559333333,4.464666667,3.350666667,8.234333333,7.517666667,4.493,4.745333333,0,0,0,0,50.738,0,0
RPL18,Q07020,9606.ENSP00000447001,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,0,4,1.949333333,3.237666667,2.032333333,1.574666667,4.208,3.223,2.572,2.705333333,4.685333333,3.711,6.630333333,8.566,3.446,3.15,47,0,49.02716667,0,49.5865,48.46533333,60.3245
RPL18A,Q02543,9606.ENSP00000222247,HR,ribosome,translation,structural constituent of ribosome,Ribosome Biosynthesis,lightgreen,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.48266667,0,57.518,25.40166667,0
RPL19,P84098,9606.ENSP00000225430,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,1,3,6,0,0,2.469666667,7.283666667,0,0,0,1.248,0,0,0.908,2.864,0,0,0,0,24.995,0,43.57833333,0,0
RPL21,P46778,9606.ENSP00000346027,0,ribosome,translation,structural constituent of ribosome,Ribosome Biosynthesis,lightgreen,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.875,0,57.41,0,0
RPL22,P35268,9606.ENSP00000346088,DSB,ribonucleoprotein complex ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,5,0,0,0,0.4525,0.509166667,0,2.2055,3.1935,1.900833333,0,0.784,0,5.577,5.348333333,3.983666667,0,0,0,0,0,0,0,0
