NAME,DNA_Repair,GO_CC,GO_BP,GO_MF,Uniprot,stringId,Description,nonIR5,IR5,IR30,IR2h,IR8h,IR24h,nonIR24,FC.nonIR5,FC.IR5,FC.IR30,FC.IR2,FC.IR8,FC.IR24,FC.nonIR24,Annotation,An.color,An.number,FuzzyCMeans,Sensor,All_Venn,nonIR5_Venn,IR5_Venn,IR30_Venn,IR2_Venn,IR8_Venn,IR24_Venn,nonIR24_Venn,C2hrs_Venn,C8hrs_Venn,Cmin2hrs_Venn,C2&8hrs_Venn,PCA,OPLS.Sensor,OPLS.Test,VIP.S6vsMre,VIP.S6vsKu,VIP.KuvsMre,Degree,Eigen,Closeness,Betweeness,Hubs,Authority,Transitivity,nonIR5.Degree,nonIR5.Connectivity,nonIR5.Participation,nonIR5.Module,nonIR5.Role,IR5.Degree,IR5.Connectivity,IR5.Participation,IR5.Module,IR5.Role,IR30.Degree,IR30.Connectivity,IR30.Participation,IR30.Module,IR30.Role,IR2.Degree,IR2.Connectivity,IR2.Participation,IR2.Module,IR2.Role,IR8.Degree,IR8.Connectivity,IR8.Participation,IR8.Module,IR8.Role,IR24.Degree,IR24.Connectivity,IR24.Participation,IR24.Module,IR24.Role,nonIR24.Degree,nonIR24.Connectivity,nonIR24.Participation,nonIR24.Module,nonIR24.Role,Sensor2
DDB1,NER,Cul4-RING E3 ubiquitin ligase complex ,DNA repair ,damaged DNA binding ,Q16531,9606.ENSP00000301764,"DNA damage-binding protein 1; Required for DNA repair. Binds to DDB2 to form the UV- damaged DNA-binding protein complex (the UV-DDB complex). The UV- DDB complex may recognize UV-induced DNA damage and recruit proteins of the nucleotide excision repair pathway (the NER pathway) to initiate DNA repair. The UV-DDB complex preferentially binds to cyclobutane pyrimidine dimers (CPD), 6-4 photoproducts (6-4 PP), apurinic sites and short mismatches. Also appears to function as a component of numerous distinct DCX (DDB1-CUL4-X-box) E3 ubiquitin-protein ligase complexes which mediate the ubiq [...] ",1,1,1,1,1,1,1,3.297666667,4.137333333,5.242333333,4.905,5.345666667,2.237333333,4.524,DNA Repair,firebrick1,3,0,Ku80,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,0,0,Mre,S6,0,0,0,1.149916383,0.273338549,1.153022266,22,0.007157687,0.864732211,0.007214431,0.007157687,0.007157687,0.246753247,4,-0.607234738,0,6,Ultra peripheral,7,0.331515966,0,4,Ultra peripheral,9,0.772300548,0.270261645,1,Peripheral,9,0.261571561,0.241022299,1,Peripheral,10,-0.082630914,0,6,Ultra peripheral,7,0.394378343,0.40495855,7,Peripheral,7,1.357831978,0.316006187,1,Peripheral,Ku80
GNAI2,0, membrane raft [GO:0045121],cell cycle ,GTPase activity ,P04899,9606.ENSP00000312999,Guanine nucleotide-binding protein G(i) subunit alpha-2; Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems. The G(i) proteins are involved in hormonal regulation of adenylate cyclase: they inhibit the cyclase in response to beta-adrenergic stimuli. May play a role in cell division,0,0,1,1,1,0,0,1.174666667,0,2.664,1.467333333,5.343666667,0,0,Cell Cycle regulation,coral1,1,3,Ku80,Ku,0,0,Ku,0,Ku,0,0,0,Ku,0,0,PC6,0,0,0.801987613,1.796177103,1.249148069,3,5.87185E-06,0.553675602,0.000292164,5.87185E-06,5.87185E-06,0.333333333,0,0,0,0,0,0,0,0,0,0,2,-0.95199858,0,1,Ultra peripheral,0,0,0,0,0,2,-0.859444373,0,6,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
PCBP1,NER,nuclear speck ,"transcription, DNA-templated ",mRNA binding ,Q15365,9606.ENSP00000305556,"Poly(rC)-binding protein 1; Single-stranded nucleic acid binding protein that binds preferentially to oligo dC. In case of infection by poliovirus, plays a role in initiation of viral RNA replication in concert with the viral protein 3CD",0,0,0,1,1,0,0,0,0,0,1.476,5.342666667,0,0,RNA Metabolism,gold,8,3,Ku80,S6&Ku&Mre,0,0,0,0,S6&Ku&Mre,0,0,0,Ku,Mre,0,0,Mre11,S6vsMre&MrevsKu,1.308806145,0.175697397,1.395272573,14,0.002138977,0.954421062,0.013996401,0.002138977,0.002138977,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-0.566018056,0.47291719,4,Peripheral,12,-0.239386657,0.197880641,6,Peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
RBBP4,DSB,NuRD complex ,ATP-dependent chromatin remodeling ,histone deacetylase binding ,Q09028,9606.ENSP00000362592,"Histone-binding protein RBBP4; Core histone-binding subunit that may target chromatin assembly factors, chromatin remodeling factors and histone deacetylases to their histone substrates in a manner that is regulated by nucleosomal DNA. Component of several complexes which regulate chromatin metabolism. These include the chromatin assembly factor 1 (CAF-1) complex, which is required for chromatin assembly following DNA replication and DNA repair; the core histone deacetylase (HDAC) complex, which promotes histone deacetylation and consequent transcriptional repression; the nucleosome re [...] ",1,1,1,1,1,1,1,5.787,4.503,4.729333333,6.633666667,5.34,4.708,4.499,Chromatin Organization,darkviolet,2,4,Ku80,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku,Ku,0,0,Ku,PC5,Ku80,S6vsKu&MrevsKu,1.437780718,1.903642888,1.940976777,15,0.0009427,0.803754747,0.000789711,0.0009427,0.0009427,0.39047619,4,-0.428833861,0,6,Ultra peripheral,7,0.063274286,0.21504364,4,Peripheral,6,0.23411927,0,1,Ultra peripheral,9,0.276534019,0,1,Ultra peripheral,9,-0.248673667,0,6,Ultra peripheral,4,1.714469562,0,7,Ultra peripheral,4,0.32344637,0,1,Ultra peripheral,Ku80
HNRNPU,0,telomerase holoenzyme complex ,chromatin organization ,transcription corepressor activity ,Q00839,9606.ENSP00000491215,"Heterogeneous nuclear ribonucleoprotein U; DNA- and RNA-binding protein involved in several cellular processes such as nuclear chromatin organization, telomere-length regulation, transcription, mRNA alternative splicing and stability, Xist-mediated transcriptional silencing and mitotic cell progression. Plays a role in the regulation of interphase large-scale gene-rich chromatin organization through chromatin- associated RNAs (caRNAs) in a transcription-dependent manner, and thereby maintains genomic stability. Required for the localization of the long non-coding Xist RNA on the inacti [...] ",1,1,1,1,1,1,1,4.384833333,4.6655,5.4775,5.6605,5.334166667,4.760166667,4.8515,Chromatin Organization,darkviolet,2,0,Ku80,S6&Ku&Mre,S6&Ku,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku,0,0,S6,Ku,0,S6&Ku,S6vsMre&MrevsKu,1.293623703,0.038998012,1.386215217,21,0.005510756,0.813190957,0.000700519,0.005510756,0.005510756,0.319047619,14,0.860112476,0.430792572,6,Peripheral,18,0.350104288,0.270987319,2,Peripheral,18,0.018059983,0.197364894,3,Peripheral,23,0.14865239,0.278651905,4,Peripheral,28,0.82697181,0.178076419,6,Peripheral,17,0.321917922,0.542486614,5,Peripheral,17,-0.051291936,0.360648302,5,Peripheral,Ku80
STRAP,0,SMN-Sm protein complex ,"transcription, DNA-templated ",mRNA binding ,Q9Y3F4,9606.ENSP00000392270,"Serine-threonine kinase receptor-associated protein; The SMN complex plays a catalyst role in the assembly of small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome. Thereby, plays an important role in the splicing of cellular pre-mRNAs. Most spliceosomal snRNPs contain a common set of Sm proteins SNRPB, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF and SNRPG that assemble in a heptameric protein ring on the Sm site of the small nuclear RNA to form the core snRNP. In the cytosol, the Sm proteins SNRPD1, SNRPD2, SNRPE, SNRPF and SNRPG are trapped in an inactive 6S pICl [...] ",0,0,0,1,1,0,0,0,0,0,4.216666667,5.333666667,0,0,RNA Metabolism,gold,3,2,Ku80,S6&Ku&Mre,0,0,0,S6&Ku,S6&Ku&Mre,0,0,0,Mre,0,S6,PC3,0,0,0.907895894,0.234324566,0.562730587,5,0.000196014,0.582290402,0.000504779,0.000196014,0.000196014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.04329234,0.655560498,4,Connector,3,-2.192077143,0.409325744,5,Peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
RPS15,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,P62841,9606.ENSP00000466010,Small subunit ribosomal protein s15e; Ribosomal protein S15,0,0,1,0,1,0,0,0.043833333,0.9555,1.5885,0.672833333,5.333166667,0,0,p53 Pathway,tomato,5,3,Ku80,S6&Ku&Mre,0,0,S6&Ku,0,S6&Ku,0,0,S6&Mre,Ku,0,0,0,0,0,0.474062602,0.098021771,0.435908712,83,0.837997499,0.738345282,7.74227E-07,0.837997499,0.837997499,0.737878343,0,0,0,0,0,0,0,0,0,0,43,0.968115578,0.047133842,4,Ultra peripheral,0,0,0,0,0,70,0.881161079,0.028714958,5,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
WDR18,0,Rix1 complex ,rRNA processing ,rRNA binding ,Q9BV38,9606.ENSP00000476117,"WD repeat-containing protein 18; Functions as a component of the Five Friends of Methylated CHTOP (5FMC) complex; the 5FMC complex is recruited to ZNF148 by methylated CHTOP, leading to desumoylation of ZNF148 and subsequent transactivation of ZNF148 target genes. Component of the PELP1 complex involved in the nucleolar steps of 28S rRNA maturation and the subsequent nucleoplasmic transit of the pre-60S ribosomal subunit; Belongs to the WD repeat IPI3/WDR18 family",1,1,1,1,1,0,1,4.237666667,2.837,2.847333333,3.953333333,5.327666667,0,2.958,Ribosome Biosynthesis,lightgreen,7,0,Ku80,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku&Mre,S6&Ku,S6&Ku&Mre,0,S6&Ku,0,0,0,0,PC4,Sirt6,S6vsMre,1.797391979,1.224458863,1.50833526,9,0.018039281,0.605742199,0.000182241,0.018039281,0.018039281,0.444444444,3,-1.646706797,0.46400573,7,Peripheral,3,-0.861271947,0.461254014,4,Peripheral,6,-1.1263302,0.618439664,6,Peripheral,9,-0.846647836,0.493099443,1,Peripheral,9,-1.664332645,0.653307564,10,Connector,4,0,0,0,0,4,-1.285662567,0.641473265,7,Connector,Ku80
LMNB2,0,nuclear envelope ,nuclear envelope organization ,lamin binding ,Q03252,9606.ENSP00000327054,"Lamin-B2; Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin; Belongs to the intermediate filament family",1,1,1,1,1,1,1,4.709333333,3.679,2.301666667,3.222,5.317,2.027,1.873,Chromatin Organization,darkviolet,2,0,Ku80,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,S6&Ku&Mre,S6&Ku,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,0,0,Mre,0,0,0,0,0.175304772,0.169074644,0.216200709,2,9.17189E-06,0.565727501,0,9.17189E-06,9.17189E-06,1,1,-1.204356407,0,1,Ultra peripheral,2,-0.72600056,0,4,Ultra peripheral,2,-1.177775427,0,6,Ultra peripheral,2,-0.883270233,0,1,Ultra peripheral,2,-0.87112803,0,6,Ultra peripheral,2,-0.974969347,0,9,Ultra peripheral,2,-1.083955728,0,7,Ultra peripheral,Ku80
KARS,0,aminoacyl-tRNA synthetase multienzyme complex ,"transcription, DNA-templated ",RNA binding ,Q15046,9606.ENSP00000325448,"Lysine--tRNA ligase; Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is first activated by ATP to form AA-AMP and then transferred to the acceptor end of the tRNA. When secreted, acts as a signaling molecule that induces immune response through the activation of monocyte/macrophages. Catalyzes the synthesis of the signaling molecule diadenosine tetraphosphate (Ap4A), and thereby mediates disruption of the complex between HINT1 and MITF and the concomitant activation of MITF transcriptional activity; Belongs to the class-I [...] ",0,0,1,1,1,0,0,0.453666667,0,1.751,1.855666667,5.316666667,0,0,p53 Pathway,tomato,5,3,Ku80,S6&Ku,0,0,Ku,Ku,Ku,0,0,0,Ku,0,0,PC6,0,0,0.166246573,1.429049964,1.16137041,5,0.007688355,0.556407782,0.00246604,0.007688355,0.007688355,0.3,0,0,0,0,0,0,0,0,0,0,1,-2.314581897,0,4,Ultra peripheral,3,-0.704860733,0.377550388,1,Peripheral,1,-2.22958796,0,5,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
CSDE1,ForkStall,CRD-mediated mRNA stability complex ,CRD-mediated mRNA stabilization ,RNA binding ,O75534,9606.ENSP00000481762,Cold shock domain-containing protein E1; RNA-binding protein. Required for internal initiation of translation of human rhinovirus RNA. May be involved in translationally coupled mRNA turnover. Implicated with other RNA- binding proteins in the cytoplasmic deadenylation/translational and decay interplay of the FOS mRNA mediated by the major coding- region determinant of instability (mCRD) domain,0,0,0,1,1,0,0,0,0,0,1.639,5.313666667,0,0,RNA Metabolism,gold,8,3,Ku80,S6&Ku&Mre,0,0,0,S6&Ku,Ku&Mre,0,0,S6,Ku&Mre,0,0,PC3,0,0,0.217457996,0.731232577,0.416973263,3,0.001159761,0.655355379,0.000289271,0.001159761,0.001159761,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.840375304,0,4,Ultra peripheral,5,-0.731073926,0.331693815,6,Peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
DHX30,0,ribonucleoprotein complex ,RNA processing ,RNA helicase activity ,Q7L2E3,9606.ENSP00000405620,Putative ATP-dependent RNA helicase DHX30; Plays an important role in the assembly of the mitochondrial large ribosomal subunit. Required for optimal function of the zinc-finger antiviral protein ZC3HAV1 (By similarity). Associates with mitochondrial DNA; DEAH-box helicases,0,0,0,1,1,1,0,1.113333333,0,0,1.523333333,5.29,2.207333333,0,Ribosome Biosynthesis,lightgreen,7,3,Ku80,S6&Ku&Mre,0,0,0,S6&Ku,S6&Ku&Mre,Ku,0,0,Ku&Mre,0,S6,0,0,0,0.22386067,0.343948122,0.504111314,7,0.002895366,0.788561019,0.0017472,0.002895366,0.002895366,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.750823488,0,4,Ultra peripheral,6,-0.622925196,0,6,Ultra peripheral,0,-1.040209086,0.645544941,9,Connector,0,0,0,0,0,Ku80
HNRNPA0,0,nucleoplasm ,3'-UTR-mediated mRNA stabilization ,mRNA binding ,Q13151,9606.ENSP00000316042,Heterogeneous nuclear ribonucleoprotein A0; mRNA-binding component of ribonucleosomes. Specifically binds AU-rich element (ARE)-containing mRNAs. Involved in post- transcriptional regulation of cytokines mRNAs,1,1,1,1,1,1,1,5.503666667,6.277333333,3.669666667,6.728666667,5.268,6.146666667,6.695333333,Cell Cycle regulation,coral1,1,0,Ku80,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku,0,0,Mre,0,0,S6&Ku,S6vsMre&MrevsKu,1.687904191,0.326998311,1.646712984,11,0.001824257,0.785551126,8.0996E-05,0.001824257,0.001824257,0.581818182,7,0.457818498,0,6,Ultra peripheral,9,-0.383046551,0.169231633,2,Peripheral,10,-0.377533536,0,3,Ultra peripheral,12,-0.284013686,0.132193343,4,Peripheral,12,-0.030728511,0,6,Ultra peripheral,8,-0.090329276,0.171487162,5,Peripheral,8,-0.43234461,0,5,Ultra peripheral,Ku80
KPNB1,0,nuclear pore ,nucleocytoplasmic transport ,RNA binding ,Q14974,9606.ENSP00000290158,"Karyopherin subunit beta 1; Importin subunit beta-1; Functions in nuclear protein import, either in association with an adapter protein, like an importin-alpha subunit, which binds to nuclear localization signals (NLS) in cargo substrates, or by acting as autonomous nuclear transport receptor. Acting autonomously, serves itself as NLS receptor. Docking of the importin/substrate complex to the nuclear pore complex (NPC) is mediated by KPNB1 through binding to nucleoporin FxFG repeats and the complex is subsequently translocated through the pore by an energy requiring, Ran-dependent mech [...] ",1,0,1,1,1,0,0,1.604666667,0,4.475666667,4.742666667,5.229,0,0,Cell Cycle regulation,coral1,1,0,Ku80,S6&Ku&Mre,Ku,0,S6&Ku,S6&Ku,S6&Ku&Mre,0,0,0,0,0,S6&Ku,PC5,0,0,0.674814458,0.364100636,0.819688492,21,0.000194111,0.762975648,0.00659298,0.000194111,0.000194111,0.385714286,5,0.647920289,0,1,Ultra peripheral,0,0,0,0,0,12,1.116841858,0.118515766,6,Peripheral,14,1.238406325,0,1,Ultra peripheral,20,0.764284492,0,6,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
RPS6,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,P62753,9606.ENSP00000369757,40S ribosomal protein S6; May play an important role in controlling cell growth and proliferation through the selective translation of particular classes of mRNA; S ribosomal proteins,0,0,0,0,1,0,0,0.531166667,0,0,0.658833333,5.216166667,0,0,Cell Cycle regulation,coral1,1,3,Ku80,S6&Ku&Mre,0,0,0,0,S6&Ku&Mre,0,0,0,Ku,0,S6,0,0,0,0.161132156,0.4309997,0.506945692,118,0.998065675,0.808643906,0.001120204,0.998065675,0.998065675,0.51209619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0.795922984,0.33849619,5,Peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
RBM14,0,transcription regulator complex ,histone deacetylation ,mRNA binding ,Q96PK6,9606.ENSP00000311747,"RNA-binding protein 14; Isoform 1 may function as a nuclear receptor coactivator, enhancing transcription through other coactivators such as NCOA6 and CITED1. Isoform 2, functions as a transcriptional repressor, modulating transcriptional activities of coactivators including isoform 1, NCOA6 and CITED1. Regulates centriole biogenesis by suppressing the formation of aberrant centriolar protein complexes in the cytoplasm and thus preserving mitotic spindle integrity. Prevents the formation of the STIL-CENPJ complex (which can induce the formation of aberrant centriolar protein complexes) [...] ",0,1,1,1,1,1,1,0.133333333,1.773333333,3.978666667,3.875666667,5.202333333,4.387,4.424,Chromatin Organization,darkviolet,2,0,Ku80,S6&Ku&Mre,0,Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku&Mre,0,0,Mre,0,0,0,0,0.53928851,0.564021195,0.841785504,7,0.001653105,0.923161027,0.011977769,0.001653105,0.001653105,0.19047619,0,0,0,0,0,5,-1.13679661,0.25061435,2,Peripheral,5,-1.10682375,0.250405798,3,Peripheral,6,-0.827898422,0.211826464,4,Peripheral,7,-0.602029423,0,6,Ultra peripheral,5,-1.22574894,0.528873611,5,Peripheral,5,-1.02365434,0.251872675,5,Peripheral,Ku80
FUBP3,0,nucleus ,"transcription, DNA-templated ",single-stranded DNA binding ,Q96I24,9606.ENSP00000318177,Far upstream element-binding protein 3; May interact with single-stranded DNA from the far- upstream element (FUSE). May activate gene expression,0,0,1,1,1,0,1,0.307666667,0,1.821,2.388333333,5.163,0,1.862333333,Transcription Regulation,slateblue1,9,1,Ku80,S6&Ku&Mre,0,0,Ku,S6&Ku,S6&Ku&Mre,0,S6&Ku&Mre,0,0,Mre,0,0,0,0,0.755940418,0.397813771,1.123251773,4,7.86979E-05,0.627098723,5.35152E-05,7.86979E-05,7.86979E-05,0,0,0,0,0,0,0,0,0,0,0,3,-1.144963116,0,3,Ultra peripheral,6,-0.716411442,0,4,Ultra peripheral,5,-0.669959408,0,6,Ultra peripheral,4,0,0,0,0,4,0.079202155,0.499897159,3,Peripheral,Ku80
PPP1CA,ForkStall,PTW/PP1 phosphatase complex ,cell cycle ,protein phosphatase 1 binding ,P62136,9606.ENSP00000326031,"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit; Protein phosphatase that associates with over 200 regulatory proteins to form highly specific holoenzymes which dephosphorylate hundreds of biological targets. Protein phosphatase 1 (PP1) is essential for cell division, and participates in the regulation of glycogen metabolism, muscle contractility and protein synthesis. Involved in regulation of ionic conductances and long-term synaptic plasticity. May play an important role in dephosphorylating substrates such as the postsynaptic density-associated Ca(2+)/calmodulin de [...] ",0,0,0,1,1,0,0,0,0,0,3.382333333,5.151666667,0.665666667,0,Cell Cycle regulation,coral1,1,2,Ku80,S6&Ku&Mre,0,0,0,S6&Ku,S6&Ku,0,0,0,0,0,0,PC4,0,0,0.918402598,0.399052773,0.473843778,17,0.006332082,0.72726534,0.000729928,0.006332082,0.006332082,0.161764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-0.393926603,0.582474996,1,Peripheral,9,-0.384159162,0.291523001,6,Peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
PTGES2,0,nucleus ,"positive regulation of transcription, DNA-templated ",DNA binding ,Q9H7Z7,9606.ENSP00000345341,Prostaglandin E synthase 2; Isomerase that catalyzes the conversion of PGH2 into the more stable prostaglandin E2 (PGE2); Glutaredoxin domain containing,0,0,0,0,1,0,0,0,0,0,1.342666667,5.135666667,0,0,Transcription Regulation,slateblue1,9,3,Ku80,S6&Ku,0,0,0,0,S6&Ku,0,0,0,S6&Ku,0,0,PC5,0,0,0.121757035,1.044075049,0.685857996,1,1.67255E-08,0.345645089,0,1.67255E-08,1.67255E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ku80
DDX47,DSB,nucleolus ,rRNA processing ,RNA helicase activity ,Q9H0S4,9606.ENSP00000350698,Probable ATP-dependent RNA helicase DDX47; Involved in apoptosis. May have a role in rRNA processing and mRNA splicing. Associates with pre-rRNA precursors; Belongs to the DEAD box helicase family. DDX47/RRP3 subfamily,0,0,1,1,1,1,1,1.385333333,0,2.480666667,1.725333333,5.122,1.863666667,2.058666667,Ribosome Biosynthesis,lightgreen,7,3,Ku80,S6&Ku&Mre,0,0,Ku&Mre,S6&Ku,Ku&Mre,Ku&Mre,S6&Ku,S6,Ku,0,Ku,0,0,0,0.729254884,1.298311503,0.088309431,2,0.002970529,0.667133163,0,0.002970529,0.002970529,1,0,0,0,0,0,0,0,0,0,0,2,-1.864755984,0,7,Ultra peripheral,4,-1.906999202,0.354608296,6,Peripheral,3,-1.665870102,0,10,Ultra peripheral,2,-1.947133251,0,1,Ultra peripheral,2,-1.475779003,0,10,Ultra peripheral,Ku80
NUDT21,DSB,mRNA cleavage and polyadenylation specificity factor complex ,mRNA polyadenylation ,histone deacetylase binding ,O43809,9606.ENSP00000300291,"Cleavage and polyadenylation specificity factor subunit 5; Component of the cleavage factor Im (CFIm) complex that plays a key role in pre-mRNA 3'-processing. Involved in association with CPSF6 or CPSF7 in pre-MRNA 3'-end poly(A) site cleavage and poly(A) addition. NUDT21/CPSF5 binds to cleavage and polyadenylation RNA substrates. The homodimer mediates simultaneous sequence-specific recognition of two 5'-UGUA-3' elements within the pre-mRNA. Binds to, but does not hydrolyze mono- and di-adenosine nucleotides. May have a role in mRNA export; Nudix hydrolase family",1,1,1,1,1,1,1,3.116166667,3.672166667,4.211166667,5.930166667,5.1105,3.7835,4.3215,RNA Metabolism,gold,8,0,Ku80,S6&Ku&Mre,Ku,Ku,Ku&Mre,Ku,S6&Ku&Mre,S6&Ku&Mre,S6&Ku,0,0,0,Ku,0,Ku80,S6vsKu,0.240477749,2.169793685,1.558821963,3,0.000134851,0.696954329,0,0.000134851,0.000134851,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.98781717,0,4,Ultra peripheral,1,-0.965421141,0,6,Ultra peripheral,1,0,0,0,0,1,-1.495062471,0,1,Ultra peripheral,Ku80
SNRPA1,MMR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,P09661,9606.ENSP00000254193,U2 small nuclear ribonucleoprotein A; This protein is associated with sn-RNP U2. It helps the A' protein to bind stem loop IV of U2 snRNA; Belongs to the U2 small nuclear ribonucleoprotein A family,1,0,1,1,1,1,1,3.578,0,2.947,5.341333333,5.094333333,2.362333333,5.340333333,DNA Repair,firebrick1,3,0,Ku80,S6&Ku,S6&Ku,0,S6&Ku,S6&Ku,S6&Ku,S6&Ku,S6&Ku,0,0,0,S6,0,S6&Ku,S6vsMre&MrevsKu,1.920512018,0.419325257,1.83844788,41,0.023762985,0.718699435,2.89271E-06,0.023762985,0.023762985,0.701219512,13,1.168547264,0,5,Ultra peripheral,0,0,0,0,0,15,1.084232758,0,3,Ultra peripheral,21,1.398889651,0,4,Ultra peripheral,23,1.972045177,0,6,Ultra peripheral,13,0.760167859,0,8,Ultra peripheral,13,1.045980698,0,5,Ultra peripheral,Ku80
IDH3B,0,mitochondrial isocitrate dehydrogenase complex (NAD+) [GO:0005962],2-oxoglutarate metabolic process,isocitrate dehydrogenase (NAD+) activity,O43837,9606.ENSP00000370223,"Isocitrate dehydrogenase (nad(+)) 3 non-catalytic subunit beta; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Plays a structural role to facilitate the assembly and ensure the full activity of the enzyme catalyzing the decarboxylation of isocitrate (ICT) into alpha-ketoglutarate. The heterodimer composed of the alpha (IDH3A) and beta (IDH3B) subunits and the heterodimer composed of the alpha (IDH3A) and gamma (IDH3G) subunits, have considerable basal activity but the full activity of the heterotetramer (containing two subunits of IDH3A, one of IDH3B and one of IDH3G) requ [...] ",0,0,1,1,1,0,0,0.619666667,0,2.136666667,1.656333333,5.076,0,0,DNA Repair,firebrick1,3,3,Ku80,Ku,0,0,Ku,Ku,Ku,0,0,0,Ku,0,0,PC6,0,0,0.801987613,1.79995392,1.205737501,3,0,1.16913484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,Ultra peripheral,1,0,0,7,Ultra peripheral,2,0.09243871,0,4,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,Ku80
